movie_id,summary
3585,"One of the least recognized film jewels of the century so far. When watching movies late at night this one is a funny one to check out. It adds amusing scenes with naive love. With the culmination of all the parties getting to the wedding when he gets there, finding out he's (gasp) got * immunities * all along, and his exit with Pappy, Pippy, and Poonanny makes Bubble Boy a hilarious comedy that is great for you late nighters. The film's certainly not for all tastes, but will appeal to people who've liked John Waters' films from the past decade."
4033,"The film builds around this couple and the explosive crescendo that seems imminent from the opening scenes. Its succession of slick, fast - talking, emotional roller coaster scenes is a beautiful thing to watch. ' The Last Kiss' is a beautiful Italian film, a romantic comedy and drama told in multiple storylines reminiscent of' Magnolia' or' Short Cuts'. In one side is Carlo, played beautifully by Stefano Accorsi, and his friends. This film, which Peter Travers of Rolling Stone called "" Sex in the City with men "", garnered tons of 3 1/2 and 4 star reviews, hit dozens of Top Ten Lists, and will easily become a favorite for those who are lucky enough to see it."
3269,"^_^ The script is phenomenal, filled with many in - jokes and great timely references. Sure, it was campy, but it garnered genuine and consistent laughs from the audience. The laughs are infectious while the sweetness - versus - evil plot is guaranteed to provide a venue to help you forget your worries and make you smile, smile, smile. The costumes, needless to say, are just what a fashion loving female would admire. Girls will love it, yes, and the guys will love the chance to see three beautiful gals on celluloid."
3529,"However, it is fun to see the return of the bad haircuts, too - short shorts, and high socks that made up that era, along with some great early 80s rock hits. This spoof of summer camp movies from the 70's and 80's does a great job of recreating the implausible and predictable plots of the movies of the ear while still staying incredibly funny and fresh. In this time when parodies are almost more common than original ideas, this movie stands out as one of the best."
3355,"Sure the plot is a bit much--cats are trying to prevent a Mr. Brody from inventing a vaccine which will cure dog allergies--thus making dogs more popular than cats. Especially, good is the voice of the persian cat, Mr. Twiggles, whose owner is bedridden. The cats of course, are worried about this, because the cure of the allergy would make dogs even more popular among humans, making the cats rejected. This is a stylish and extremely witty parody that has the cat world fighting for world domination and to see dogs put in their place, outside in the doghouse, where humans would, as is the cat's goal, be allergic to the canine breed and thus welcoming the feline race into their homes. This is a high octane fun and friendly family movie that is built around the life of young Scotty (Alexander Pollock) and his scientist father (Jeff Goldblum) who whilst working too hard at trying to make a breakthrough for a cure to prevent dog allergies in humans."
3261,"This is one of those rare gems â€“ a truly funny film. Granted, "" Tomcats "" has more energy than laughs, and the story is predictable in the extreme; however, it works by mixing in some sweetness along with the vulgarity, and it certainly helps that Jerry O'Connell and Shannon Elizabeth have a nice chemistry together - you get the feeling they would make a likable pair. "" Tomcats "" is not the best of the gross - out comedies, but it delivers. Luckily, the copious laughs made up for the extreme crudeness. Better yet, one of the most disgusting moments in the history of motion pictures."
3356,"Here he plays a good character as well as being given plenty of good fights to show how technically able he is. At times the dialogue is a bit heavy and there are a few moments where the film is a bit talky for a bit long without any of it coming to a great deal but mostly it is pretty enjoyable. The action was great especially the final scenes. However one of the final fighting scenes with Liu taking on a whole class of Black belts is hilarious, as you know he is going to win. But despite its few formulaic shortcomings, Kiss of the Dragon still delivers."
4040,"Given that so much effective use is made of varying sound levels to convey Carla's hearing with and without her two hearing aids--turned up, turned down, or removed--the musical background score in non-nightclub scenes is obtrusive. This works especially well for those who do not speak French since the distraction of having to follow the subtitles is kept to a minimum. It is pleasing to note that the usual thriller plot contrivances are kept to a minimum here, and the surprises really are surprises. See this for Emmanuelle Devos whose skill and offbeat charisma more than make up for a lack of glamor, and for Vincent Cessel for a testosterone - filled performance so intense one can almost smell the leather jacket. For Audiard character development and delineation are more important than action, yet the action is extremely tense."
3526,"The original 1968 film of' Planet of the Apes' is one of cinema's great science fiction classics. An astronaut from Earth travels to a planet ruled by intelligent apes. In the original film, the apes are the only intelligent and articulate beings on the planet. That film was advertised with the slogan' Somewhere in the Universe, there must be something better than man! ' , and the apes are indeed, in some respects, better than man."
3324,"If you like Rob Schneider films such as Deuce Bigalow, The Hot Chick, Benchwarmers, then most likely you will enjoy this film, if you hated those films you will definitely hate this one because it is probably the worst out of those four. This was just plain funny and very entertaining throughout the goofy 83 minutes. Have a few beers and perhaps you will enjoy it."
4047,"The script, word for word, and moment for moment, is as perfectly judged as one of Martha's dishes. Lina comes to the restaurant kitchen in the evenings, becoming a darling there, while Mario becomes a family friend and Lina's buddy, and the three look just like a family. As in similar movies, just after the mid-point, when characters are well developed and things go nicely, conflicts occur. Director / writer Sandra Nettelbeck deserves praise for bringing this joyous piece to the screen. Why are European movies so much better than American films at showing sexiness and desirability in 30 - or 40 - something year - old women?"
3613,"If you've never seen a movie before--if you've never HEARD of movies--you'll probably find this one engaging. Stellan SkarsgÃ¥rd and Diane Lane are great as the Terrence and Erin Glass, and even Trevor Morgan gives a nice performances as Ruby's younger brother, Rhett Baker. "" The Glass House "" does have some suspenseful moments but taken as a whole, there are simply to many contrived moments and people doing stupid things because they have to to further the plot to make this a truly enjoyable or worthwhile thriller. Stellan's character was completely chilling, and he played it so effectively. Everyone delivered their lines and completed scenes with finesse, even if they weren't Oscar worthy presentations and they created the atmosphere that the director was trying to set perfectly."
3392,"Add to this a rich amount of influences from the FF games, including eight mysterious spirits that must be found in time or the heroine will succumb, as well as a lot of mythological references that must be taken for granted rather than analysed to bits if the viewer is to find any pleasure in this film. The average sci - fi movie fan, though, who ought to have loved the wicked general (excellently voice - cast by James Woods) and his huge space cannon, as well as the' Aliens' styled surroundings and technology, was put off by all the talk about spirits and world souls. It works well, especially if you like Asian movies. The detail level of vehicles and scenery is superb, you can even see dust falling as the light streams in a window, this gives you an idea of how detailed it can be. For a movie based on a video game, Final Fantasy: The Spirits Within was very good."
3639,"The most interesting aspects of the story are Bobby Garfield and his relationship with his mother, girlfriend and Ted. He looks like the young Elijah Wood, with the same angelic blue eyes, and he's truly captivating. So let's all rent / buy this wonderful film, and boost that IMDb score. Hopkins is great as usual, as is the boy, Anton Yelchin and the latter has a great career ahead of him. The kids - Anton Yelchin and Mika Bororem - are good, especially Yelchin, who has a far bigger role."
3357,"It's just a good rated R movie with spoofs for all tastes; of course, if you are not easily offended. For example, when entering the room for the first time, he gets scared and runs away when Reagan turns her head on 180Âº; and the always effective vomiting cycle. Definitely a movie to watch if you want some good amusing immature fun with over the top acting and great gags. Several other cast members make the film enjoyable and the gags are hilarious. Ferris, Hall and Marlon Wayans all once again completely steal the film, but new additions Cross and Elliott also have some amazing writing and scenes."
4052,"This film is just the third work of the director, Ryosuke Hashiguchi, who continues to shoot marvelous films, which, certainly, have something to do with homosexuality quite casually, and most importantly, quite naturally. Hashiguchi's film is also touching as he explores the many road blocks encountered in contemporary society by a lonely gay couple wishing to start a family (child adoption is not an option). Nice performances and a nice soothing sound track (with just a little Japanese twist). "" Hush "" is a dramedy out of Japan which swirls around a handful of young adults including a couple of gay men and a female who wants to have a baby by one of them. The film deals with familial relationships now, and as such presents a refreshing and forward thinking outlook on the nature of the family unit in the 21st century."
3805,"According to David's friend Alphonse (Phonse in the local shorthand, and played by Andy Jones, a Newfoundland writer / actor / comic) it's because David hasn't done a proper marketing job, because certainly he has the gourmet skills, as well as a fabulous wine cellar. To revive interest in the restaurant, Phonse hatches (almost literally) a scheme to attract bird - watchers to the area by claiming a sighting of a duck long thought to have been extinct - putatively the "" rare bird "" of the title, although one suspects that the real "" rare birds "" are Phonse and David themselves. There are several comic sub-plots in the film, the best of which is Phonse's RSV, the "" recreational submarine vehicle "" that he has constructed in his shed and which he recruits David to assist him in dive - testing. The love interest in the film, Alice, who is introduced to the married but separated David by Phonse, is played by the talented and lovely Molly Parker ("" Sunshine "", and the soon to be released "" Hoffman ""). He does a kind of "" loaves and fishes "" miracle with the material at hand, making a near - banquet out of a box - lunch."
4053,"But those who enjoy an intelligent exploration of relationships at a deep even profound level will find this movie to their liking. In this reflection, his father appears at his elegant home and the rest of the film explores the son's complex relationship and emotions relative to what he believes these might be, should his father actually show up. with special kudos to Michael Bouquet and Charles Berling, the leads. It's also one of those typically French films where everyone is beautiful and the drama proceeds by the subtlest of inflexion. These two climaxes occur so close together that maximum impact is definitely achieved."
3395,"Although there were some parts of the movie that seemed over dramatized, it captures the violent and self destructive lifestyle American teens are exposed to, and the story is very well told and acted. This is a sad, realistic look at how many teenagers really do act with their peers. Overall, Bully is a great, if uncomfortable roller coaster of a movie, and it is therefore recommended to those that want to see movies that break the Hollywood mould, and movie fans in general. Nick Stahl plays Billy, bully among a circle of teenage friends in Hollywood, Florida, and his best friend from childhood is Marty, played with striking intensity by Brad Renfro, has been daily receiving torment, if not with punches and slaps, then more on the mental side. With none of your usual Hollywood gloss and a well selected cast (especially Stahl in a creepy performance), this film has many powerful moments and completely draws you into it's story."
4064,"It's smart and fascinating, surprise - a-minute crime film that's held together with a great line of unknown talent. In comparison with Black - urban action flicks, this is almost right up there with Hype Williams overlooked masterpiece, Belly. In fact, in comparison with most rap - movies (ex: anything by Master P, or Dame Dash) this is Oscar worthy (in comparison, of course). In this movie, you get to see nellys ass when he gets out of the shower, so if you are from norway, you will really, really, really love this movie. Zoe Saldana is gorgeous as always and a very good actress."
5696,"At one point, the suicides evolve from their initial spirit of a unifying pact to a fad to be indiscriminately mimicked, whether one does it alone or not. It is significant that Sono shows many suicide victims with interlocked hands, achieving a kind of emotional / spiritual / "" kamic "" unity before taking the plunge. The police are mystified - the body count is rising and no particular connection between the victims is apparent. Later he becomes a self - styled Charles Mansion - ish celebrity, and he is blamed for having a connection to the suicides, in a typical media / pop culture scapegoating."
3306,"See them reprise the' flypast and debriefing' scenes from Top Gun. Watch Jon Voigt recreate Peter Sellars' unforgettable character Dr. Strangelove. Waste of talent: Tom Sizemore, Jon Voight, Alec Baldwin, and Jennifer Garner are given relatively minor roles in the film. He was one of two pilots who got into fighter planes and began engaging & shooting down Japanese planes. The major male stars, Ben Affleck and Josh Hartnett, along with Producer Jerry Bruckheimer were interviewed by one of the hosts of this TV morning news show."
3211,"It has some excellent writing and some top - notch acting performances. In many respects, it suffers horribly from being predictable, although there were instances where it strayed sharply from the "" rules "" of formulaic movies. Through creative camera angles, many of the bloodiest scenes are only obscurely hinted at, leaving the audience to fill in the pieces. Not surprisingly, many entertainment reviewers disliked the movie, because it has the effect of exposing some of the more negative effects of the media. This movie may not be saying anything original, but it is sufficiently entertaining and thought - provoking to make it worth seeing."
3210,"Recommended if you love or hate Reality TV shows, the film is set as back to back episodes of series 7 of The Contenders, an American show where the current champion and five randomly selected challengers have to kill or be killed - and the winner gets to appear in the next series. But the film's brilliant craftsmanship wouldn't be nearly as effective without the power of the fine cast's performances, particularly Brooke Smith; her riveting performance makes Dawn the emotional center of SERIES 7: THE CONTENDERS. Set in the near future, SERIES 7 is cleverly constructed as a marathon of seventh - season episodes of "" The Contenders, "" a hit reality show in which contestants are selected via state lotteries and given guns with which they're expected to hunt down and kill their fellow contestants (although they're free to use their own weapons and be inventive). Trapped in the program for the past two seasons, Dawn's reluctantly willed herself into becoming a frighteningly efficient killing machine to keep herself and her unborn baby alive. The champ is Dawn Lagarto (Brooke Smith of SILENCE OF THE LAMBS), a pregnant, troubled but essentially decent drifter."
4071,"Briefly, the lives of a successful novelist, bereft of her only child who has just died in a fall, and her mad mother, intersect with those of another mother, a barmaid, who neglects and abuses her child, another little boy, and her taciturn boyfriend. Luck Mervil, who plays Carole's boyfriend, is restrained like a volcano that one knows will eventually go off; and Stephane Freiss, who plays the father of the dead boy, and Edouard Baer who plays a scheming lower - class gigolo, are two very real varieties of men who prey on women. Miller has given a fresh coat to the frequent cinema theme of casual interactions through the interconnectedness of the characters' lives as revealed by sharply etched encounters. Betty is ambiguously played by Sandrine Kiberlain, which in a way, suits the character better. Given that Betty Fisher herself ends the film about to start a completely new life, anything could happen."
3305,"Visually it is superb, an indulgent feast for the eyes with every breathtaking, artistic scene. Everything about it is over the top, every scene more stunning than the next, and as it continues your heart becomes more and more intertwined in the love story. Nicole Kidman and Ewan McGreggor are the most passionate on - screen couple; entirely convincing as their voices meld them together into one. It pushes against the confines of convention and leaves you breathless. Of a young man named Christian, a penniless writer, and a singer named Satine, who for a moment came together and tasted the nectar of the gods."
4085,"Acts of humiliation present a violent and effective method for stripping individuality and asserting power over prisoners. The psychological transformations into masochistic and submissive roles are fascinating when you consider that that the only real distinguishable difference between the characters, is that by a random selection process, some are labeled' wardens' and others are labeled' prisoners'. This film is a sensitive study into power relationships within an altered reality and is masterfully crafted to build tension and invite the viewer to question the character's morality and ethical codes. The guards want to impose their dominion on the prisoners. This movie is amazing: just released on DVD in Brazil, it is certainly one of the best films of the year."
5693,"The story is basically about five high school boys who decide to learn synchronized swimming, influenced by the new coach of their school's swimming team, Sakuma; An attractive young woman that is into synchro swimming. With the Tadano High's summer festival coming very soon, every club from the school is preparing a special event on their own. Five adorable and well - meaning misfits at a Japanese high school try to organize a synchronized swimming team, but their early efforts at a routine end in disaster. It's a Japanese comedy about a group of male synchronised swimmers - how cool is that! They have a few disasters before actually getting to the synchro performance, you watch the friendships build and good things finally happening for the misfits."
5692,"Both college students, the clumsy, laid back Gyeon - woo and "" The Girl "", a whimsical tomcat, make for one interesting couple for the main characters. And everything that they encounter throughout the film magically comes together in the end, and it's truly heartwarming. - it surely is different from the other films that you've watched lately - the actors are young and they love playing, not like the spoiled Hollywood "" wunderkinds "" - it's funny - it's realistic / with real emotions and problems of the young people - no matter whether they are in Asia, Europe, or America / - at least for this short time, you can feel something of the culture. What sets this movie apart from others is how the second half of the film, which consists of pure melodrama, is connected to the first half. George Winston's rendition of' Pachelbel's Canon in D' invokes a very romantic and joyous feeling that is indeed felt in the scene where Gyeon - Woo gives the girl a rose during her class (at an all - girls school) while she was playing the piano."
3342,"Disney, the film name that once stood for all things innocent and suitable for all ages, has finally started to realise that to survive it needs to become more diverse. If you want epic levels of detail in the plot, turn to James Cameron's "" Titanic "". You have your leading hero and heroine, backed up by more than half a dozen crew members who go on the expedition, all being given their moments during the film. Numerous other characters appear, take up the few minutes of screentime, then disappear. The CGI animation is truly amazing in places, and doesn't dwarf the characters, which was a flaw that let the recent "" Titan A. E. "" down."
4089,"Not afraid to cast people who just have pure feelings, no plastic acting - by - the - book moves and more than one and a half expressions on their faces. When he gets hired at a varietÃ© in Berlin, he finds himself confronted with the Nazis, his strange employer Jan Hanussen, played by the impressive Tim Roth, who wants to sell him off as Siegfried, a blond, germanic hero who can even lift an elephant. It involves a dream of Zishe's (played by near unknown Jouko Ahola in a mostly one - note performance) where he walks around on a rocky beach. He is surrounded by bright red crabs, and steps around on the rock trying not to knock them down or get snipped by their claws. This dream occurs again towards the end of the film, as his younger brother leads him by the hand through the crabs on the rocks, somehow giving him strength."
3593,""" OK, "" She continues, "" and a person who speaks 2 languages? "" She zings a question: "" What do you call a person who speaks several languages? "" Better than the ordinary Hollywood movie, this family comedy does a very nice job of presenting a variety of characters in the throes of pursuing their own version of the American Dream. The camera loves the food being prepared, the Latin - flavored music score enlivens the proceedings, and the acting is quite serviceable. Jacqueline Obrador and Elizabeth Pena shine as the older daughters in the family, the always - reliable Hector Elizondo is fine in a rare leading role."
4091,"A hallmark of a good storyteller is making the audience empathise or pull them into the shoes of the central character. The uplifting scene where she cleanses the River God is accompanied by stirring music and is as exciting as watching gladiatorial combatants fight. Of course, by giving the audience developed characters to care about, the action and conflicts will always be more exciting, terrifying and uplifting than normal, generic action scenes. Through Chihiro, Miyazaki is clearly (but non-patronisingly) talking to youth of Japan. That The Last Samurai had to be filmed in New Zealand to get a turn of the century Japanese look speaks volumes."
5684,Ferch's performance as the swimming champion and former prisoner Harry Melchoir is outstanding. One in particular is Fritizi returning to dig the tunnel so soon after her suicide attempt.
